X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-4.800000e-02,1.000000e-04
0,6.20e+00,-4.00e-01,
1,6.80e+00,-6.00e-01,
2,6.40e+00,-4.00e-01,
3,7.00e+00,-8.00e-01,
4,6.60e+00,-4.00e-01,
5,7.20e+00,-8.00e-01,
6,6.80e+00,-6.00e-01,
7,7.40e+00,-1.00e+00,
8,7.40e+00,-6.00e-01,
9,7.00e+00,-1.00e+00,
10,7.20e+00,-1.00e+00,
11,7.60e+00,-8.00e-01,
12,7.40e+00,-8.00e-01,
13,7.80e+00,-1.20e+00,
14,7.80e+00,-1.20e+00,
15,7.40e+00,-8.00e-01,
16,7.80e+00,-1.00e+00,
17,8.20e+00,-1.20e+00,
18,7.80e+00,-1.00e+00,
19,8.20e+00,-1.40e+00,
20,7.80e+00,-1.00e+00,
21,8.20e+00,-1.40e+00,
22,8.00e+00,-1.40e+00,
23,8.20e+00,-1.20e+00,
24,8.00e+00,-1.20e+00,
25,8.20e+00,-1.60e+00,
26,8.00e+00,-1.60e+00,
27,8.40e+00,-1.20e+00,
28,8.40e+00,-1.40e+00,
29,8.00e+00,-1.80e+00,
30,8.00e+00,-1.80e+00,
31,8.20e+00,-1.40e+00,
32,8.20e+00,-1.80e+00,
33,7.80e+00,-1.60e+00,
34,7.80e+00,-1.60e+00,
35,8.00e+00,-2.00e+00,
36,7.80e+00,-1.60e+00,
37,7.80e+00,-2.20e+00,
38,8.00e+00,-2.00e+00,
39,7.40e+00,-2.20e+00,
40,7.80e+00,-2.00e+00,
41,7.20e+00,-2.40e+00,
42,7.60e+00,-2.40e+00,
43,7.20e+00,-2.00e+00,
44,7.40e+00,-2.20e+00,
45,6.80e+00,-2.40e+00,
46,7.20e+00,-2.20e+00,
47,6.80e+00,-2.60e+00,
48,7.00e+00,-2.20e+00,
49,6.60e+00,-2.60e+00,
50,6.80e+00,-2.40e+00,
51,6.40e+00,-2.60e+00,
52,6.60e+00,-2.40e+00,
53,6.20e+00,-2.80e+00,
54,6.60e+00,-2.40e+00,
55,6.00e+00,-2.80e+00,
56,6.20e+00,-2.60e+00,
57,5.40e+00,-3.00e+00,
58,5.60e+00,-3.00e+00,
59,5.20e+00,-2.60e+00,
60,5.40e+00,-2.80e+00,
61,4.80e+00,-3.00e+00,
62,5.00e+00,-2.80e+00,
63,4.60e+00,-3.20e+00,
64,4.80e+00,-2.80e+00,
65,4.40e+00,-3.20e+00,
66,4.80e+00,-3.00e+00,
67,4.20e+00,-3.20e+00,
68,4.40e+00,-3.00e+00,
69,4.00e+00,-3.40e+00,
70,4.20e+00,-3.00e+00,
71,3.40e+00,-3.40e+00,
72,3.60e+00,-3.20e+00,
73,3.00e+00,-3.60e+00,
74,3.40e+00,-3.60e+00,
75,2.80e+00,-3.20e+00,
76,3.20e+00,-3.20e+00,
77,2.60e+00,-3.60e+00,
78,2.80e+00,-3.40e+00,
79,2.40e+00,-3.80e+00,
80,2.60e+00,-3.80e+00,
81,2.20e+00,-3.40e+00,
82,2.60e+00,-3.80e+00,
83,2.00e+00,-3.60e+00,
84,2.20e+00,-3.60e+00,
85,1.80e+00,-4.00e+00,
86,2.20e+00,-4.00e+00,
87,1.40e+00,-3.60e+00,
88,1.80e+00,-3.80e+00,
89,1.20e+00,-4.00e+00,
90,1.60e+00,-3.80e+00,
91,1.00e+00,-4.20e+00,
92,1.40e+00,-4.20e+00,
93,8.00e-01,-3.80e+00,
94,1.20e+00,-4.00e+00,
95,8.00e-01,-4.60e+00,
96,1.00e+00,-4.20e+00,
97,6.00e-01,-4.60e+00,
98,6.00e-01,-4.20e+00,
99,1.00e+00,-4.60e+00,
100,6.00e-01,-4.40e+00,
101,1.00e+00,-4.80e+00,
102,8.00e-01,-4.40e+00,
103,4.00e-01,-4.80e+00,
104,6.00e-01,-4.40e+00,
105,8.00e-01,-4.80e+00,
106,8.00e-01,-4.60e+00,
107,6.00e-01,-5.00e+00,
108,8.00e-01,-4.60e+00,
109,6.00e-01,-5.00e+00,
110,8.00e-01,-5.00e+00,
111,6.00e-01,-4.80e+00,
112,8.00e-01,-4.80e+00,
113,4.00e-01,-5.20e+00,
114,4.00e-01,-4.80e+00,
115,8.00e-01,-5.20e+00,
116,6.00e-01,-5.00e+00,
117,1.00e+00,-5.40e+00,
118,1.00e+00,-5.40e+00,
119,6.00e-01,-5.00e+00,
120,8.00e-01,-5.00e+00,
121,1.20e+00,-5.40e+00,
122,1.00e+00,-5.20e+00,
123,1.40e+00,-5.60e+00,
124,1.00e+00,-5.60e+00,
125,1.60e+00,-5.20e+00,
126,1.20e+00,-5.40e+00,
127,2.00e+00,-5.60e+00,
128,1.40e+00,-5.40e+00,
129,2.20e+00,-5.80e+00,
130,1.80e+00,-5.80e+00,
131,2.40e+00,-5.40e+00,
132,2.00e+00,-5.60e+00,
133,2.60e+00,-5.80e+00,
134,2.20e+00,-5.60e+00,
135,2.80e+00,-6.00e+00,
136,2.40e+00,-6.00e+00,
137,3.00e+00,-5.60e+00,
138,2.80e+00,-5.80e+00,
139,3.20e+00,-6.20e+00,
140,3.00e+00,-6.20e+00,
141,3.60e+00,-5.80e+00,
142,3.20e+00,-6.20e+00,
143,4.00e+00,-5.80e+00,
144,4.00e+00,-6.00e+00,
145,3.40e+00,-6.40e+00,
146,3.80e+00,-6.40e+00,
147,4.40e+00,-6.00e+00,
148,4.20e+00,-6.40e+00,
149,4.60e+00,-6.20e+00,
150,4.40e+00,-6.20e+00,
151,5.00e+00,-6.60e+00,
152,4.60e+00,-6.60e+00,
153,5.20e+00,-6.20e+00,
154,5.00e+00,-6.60e+00,
155,5.40e+00,-6.60e+00,
156,5.20e+00,-6.60e+00,
157,5.60e+00,-7.00e+00,
158,5.40e+00,-6.60e+00,
159,6.00e+00,-7.00e+00,
160,5.80e+00,-6.80e+00,
161,6.20e+00,-7.20e+00,
162,6.00e+00,-6.80e+00,
163,6.60e+00,-7.20e+00,
164,6.20e+00,-7.20e+00,
165,6.80e+00,-6.80e+00,
166,6.40e+00,-7.00e+00,
167,7.00e+00,-7.40e+00,
168,6.60e+00,-7.40e+00,
169,7.20e+00,-7.00e+00,
170,6.80e+00,-7.00e+00,
171,7.40e+00,-7.40e+00,
172,7.00e+00,-7.20e+00,
173,7.40e+00,-7.60e+00,
174,7.60e+00,-7.60e+00,
175,7.20e+00,-7.20e+00,
176,7.40e+00,-7.60e+00,
177,7.80e+00,-7.40e+00,
178,7.40e+00,-7.40e+00,
179,8.00e+00,-7.80e+00,
180,7.80e+00,-7.80e+00,
181,8.20e+00,-7.40e+00,
182,7.80e+00,-7.60e+00,
183,8.20e+00,-8.00e+00,
184,8.00e+00,-8.00e+00,
185,8.40e+00,-7.60e+00,
186,8.00e+00,-8.00e+00,
187,8.20e+00,-7.60e+00,
188,8.00e+00,-7.80e+00,
189,8.20e+00,-8.20e+00,
190,8.20e+00,-8.20e+00,
191,7.80e+00,-7.80e+00,
192,7.80e+00,-8.20e+00,
193,8.20e+00,-7.80e+00,
194,8.20e+00,-8.00e+00,
195,7.80e+00,-8.40e+00,
196,8.20e+00,-8.40e+00,
197,7.40e+00,-8.00e+00,
198,7.40e+00,-8.40e+00,
199,7.80e+00,-8.20e+00,
200,7.80e+00,-8.60e+00,
201,7.20e+00,-8.20e+00,
202,7.60e+00,-8.60e+00,
203,7.00e+00,-8.20e+00,
