0.0235481	-0.0162054	5.15146	5.10021
0.022891	-0.016534	5.14982	5.09791
0.0215768	-0.0162054	5.15179	5.09889
0.0225624	-0.0162054	5.15277	5.10086
0.0219054	-0.0168625	5.15343	5.10316
0.0222339	-0.0168625	5.1508	5.10448
0.0212483	-0.0168625	5.14982	5.10546
0.0219054	-0.0175196	5.15014	5.10415
0.0215768	-0.017191	5.15014	5.10152
0.0219054	-0.0162054	5.15212	5.10021
0.0222339	-0.0168625	5.15409	5.09791
0.0222339	-0.0168625	5.15573	5.09725
0.0212483	-0.017191	5.15573	5.09823
0.0219054	-0.0178481	5.15606	5.09955
0.0212483	-0.0175196	5.1554	5.10218
0.0215768	-0.0175196	5.1554	5.10448
0.0219054	-0.0181767	5.15967	5.10579
0.0205912	-0.0175196	5.16099	5.10645
0.0209197	-0.0181767	5.1577	5.10579
0.0209197	-0.0185052	5.15507	5.10185
0.0202626	-0.0185052	5.15606	5.10086
0.0205912	-0.0178481	5.15803	5.10119
0.0209197	-0.0181767	5.15836	5.10086
0.0209197	-0.0185052	5.15639	5.10086
0.0202626	-0.0185052	5.15507	5.10283
0.0205912	-0.0178481	5.15573	5.10316
0.0205912	-0.0194908	5.15869	5.10218
0.0199341	-0.0194908	5.16197	5.10349
0.0202626	-0.0185052	5.16197	5.10251
0.0205912	-0.0191623	5.15967	5.10053
0.0202626	-0.0191623	5.15836	5.09889
0.0202626	-0.0185052	5.15902	5.09823
0.0212483	-0.0185052	5.15869	5.10053
0.0212483	-0.0191623	5.15902	5.10283
0.0205912	-0.0185052	5.16132	5.10283
0.0209197	-0.0178481	5.16394	5.10283
0.0205912	-0.0198194	5.16526	5.10185
0.0202626	-0.0181767	5.16394	5.09988
0.0212483	-0.0185052	5.16362	5.10053
0.0205912	-0.0185052	5.16427	5.10349
0.0205912	-0.0191623	5.16624	5.10349
0.0209197	-0.0188337	5.16657	5.10283
0.0209197	-0.0175196	5.16362	5.10218
0.0205912	-0.0185052	5.16296	5.10152
0.0215768	-0.0185052	5.16592	5.10185
0.0209197	-0.0185052	5.16822	5.10316
0.0205912	-0.0181767	5.16657	5.10349
0.0209197	-0.0188337	5.16526	5.10448
0.0205912	-0.0181767	5.16493	5.10349
0.0202626	-0.0181767	5.16723	5.10283
0.0209197	-0.0185052	5.16789	5.10283
0.0199341	-0.0178481	5.16756	5.10251
0.0205912	-0.0178481	5.1669	5.10316
0.0209197	-0.0185052	5.16756	5.10448
0.0212483	-0.0185052	5.17019	5.10481
0.0205912	-0.0175196	5.17183	5.10316
0.0212483	-0.0181767	5.1715	5.10251
0.0205912	-0.0181767	5.17117	5.10185
0.0205912	-0.0181767	5.17117	5.09922
0.0212483	-0.017191	5.1692	5.09758
0.0205912	-0.0175196	5.16756	5.09692
0.0212483	-0.0178481	5.1669	5.09725
0.0212483	-0.0185052	5.16756	5.09955
0.0202626	-0.0181767	5.16953	5.10086
